customer_id,customer_name,region_code,region_name,user_id,user_code,segment_letter
1,"НПК ""Русское Поле""",34,Волгоградская область,1,"Сергеев, Владимир",B
2,Европа-Биофарм,34,Волгоградская область,2,"Фёдоров, Игорь",A
3,Агротехснаб,64,Саратовская область,3,"Мышкин, Станислав",B
4,Агрохолдинг Заречное,73,Ульяновская область,4,"Гурьев, Архип",A
5,ООО «Шатовка»,52,Нижегородская область,5,"Кошелев, Яков",A
6,СПК «Лискинский»,36,Воронежская область,6,"Федотов, Эльдар",C
7,АРЕФИНО ЗАО,52,Нижегородская область,7,"Калинин, Клемент",C
8,ВЛАСТЬ СОВЕТОВ» КОЛХОЗ,52,Нижегородская область,8,"Федосеев, Владимир",B
9,Вертячинский,34,Волгоградская область,9,"Молчанов, Мирон",A
10,ООО «АРГО»,34,Волгоградская область,10,"Калашников, Ярослав",C
11,«НПФ «Гавриш»,34,Волгоградская область,11,"Николаев, Гаянэ",C
12,Агроремторг,71,Тульская область,12,"Владимиров, Зиновий",C
13,ВЕРНЫЙ ПУТЬ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,13,"Гришин, Корнелий",A
14,Сады Придонья,34,Волгоградская область,14,"Кириллов, Бронислав",C
15,ВЕРЯКУШСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,15,"Фролов, Самуил",A
16,"ДАВЫДОВСКОЕ, ООО",33,Владимирская область,16,"Герасимов, Рубен",B
17,Агрорезерв-СВ,56,Оренбургская область,17,"Павлов, Леонтий",B
18,ВАЛКОВСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,18,"Игорьентьев, Тимур",A
19,"ООО ""Сибирские семена""",55,Омская область,19,"Данилов, Ибрагил",B
20,АТЕМАСОВО ООО,52,Нижегородская область,20,"Кудряшов, Игорь",A
21,СПК «Березники»,52,Нижегородская область,21,"Исаков, Геннадий",A
22,"ОКТЯБРЬСКИЙ, СПК",36,Воронежская область,22,"Кононов, Адриан",B
23,"НПООО ""Подсолнечник""",34,Волгоградская область,23,"Андреев, Ибрагил",B
24,Колхоз Заря,68,Тамбовская область,24,"Исаев, Иван",A
25,"ООО ""Нововаршавская семеноводческая станция",55,Омская область,25,Кондратьев Роберт,C
26,ВАЧСКАЯ МАШИННО-ТРАКТОРНАЯ СТАНЦИЯ (ООО),52,Нижегородская область,26,"Беляев, Велорий",A
27,Интерпарк-Агро,64,Саратовская область,27,"Михеев, Валентин",B
28,"ВЛАДИМИРСКИЕ ОВОЩИ, ООО",33,Владимирская область,28,"Рогов, Артем",A
29,ВОСКРЕСЕНСКОЕ АГРАРНОЕ ПРЕДПРИЯТИЕ (ООО),52,Нижегородская область,29,"Игнатов, Лука",B
30,ЛПХ Заканальная,34,Волгоградская область,30,"Казаков, Адриан",A
31,Фермер Орловская область,57,Орловская область,31,"Князев, Исак",B
32,АГРОПРОМЫШЛЕННОЕ ПРЕДПРИЯТИЕ ИМЕНИ КИРОВА (ОАО),52,Нижегородская область,32,"Королёв, Лука",B
33,Промагроснаб,64,Саратовская область,33,"Рожков, Алан",B
34,"Агротехнический центр ""Агрегат""",71,Тульская область,1,"Сергеев, Владимир",A
35,Агродон-холдинг,62,Рязанская область,2,"Фёдоров, Игорь",C
36,ВЕЛИКОВСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,3,"Мышкин, Станислав",A
37,МК АВИДА,31,Белгородская область,4,"Гурьев, Архип",B
38,АЗРАПИНСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,5,"Кошелев, Яков",C
39,ВОЗРОЖДЕНИЕ ОАО,52,Нижегородская область,6,"Федотов, Эльдар",A
40,1 Мая СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,7,"Калинин, Клемент",A
41,БУТУРИНСКОЕ ЗЕРНО АГРОХОЛДИНГ,52,Нижегородская область,8,"Федосеев, Владимир",A
42,Земля,64,Саратовская область,9,"Молчанов, Мирон",A
43,ПартсОйл-АГРО,71,Тульская область,10,"Калашников, Ярослав",A
44,Вита – 92,64,Саратовская область,11,"Николаев, Гаянэ",C
45,АПК ДОН,31,Белгородская область,12,"Владимиров, Зиновий",C
46,"БЕЛЯНИЦИНО, СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ",33,Владимирская область,13,"Гришин, Корнелий",B
47,ООО Верякуши (Щигровский район),52,Нижегородская область,14,"Кириллов, Бронислав",C
48,АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ (ЗАО),52,Нижегородская область,15,"Фролов, Самуил",C
49,СХА «Рассвет»,36,Воронежская область,16,"Герасимов, Рубен",B
50,ВЕЛЬДЕМАНОВСКОЕ ОАО,52,Нижегородская область,17,"Павлов, Леонтий",B
51,БУТУРЛИНСКАЯ ПТИЦЕФАБРИКА (ОАО),52,Нижегородская область,18,"Игорьентьев, Тимур",B
52,ВОЛЖАНИН СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,19,"Данилов, Ибрагил",C
53,Партнер Агро,57,Орловская область,20,"Кудряшов, Игорь",A
54,Мехмаш,71,Тульская область,21,"Исаков, Геннадий",B
55,"АГРОПРОМ, ЗАО",33,Владимирская область,22,"Кононов, Адриан",B
56,"ООО ""Переработка""",55,Омская область,23,"Андреев, Ибрагил",C
57,Новые Агротехнологии-Саратов,64,Саратовская область,24,"Исаев, Иван",B
58,"АБРАМОВ А.М., ИНДИВИДУАЛЬНОЕ ПРЕДПРИЯТИЕ",71,Тульская область,25,Кондратьев Роберт,B
59,СПК «Колхоз Заря»,52,Нижегородская область,26,"Беляев, Велорий",C
60,АВАНГАРД СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,27,"Михеев, Валентин",C
61,ООО «СПК «Ждановский»,52,Нижегородская область,28,"Рогов, Артем",C
62,Энгельсское  Саратовская область Ивановский район. ИНН 65146954984,64,Саратовская область,29,"Игнатов, Лука",B
63,КОМСОМОЛЕЦ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,30,"Казаков, Адриан",A
64,ООО «Бутурлинское зерно»,52,Нижегородская область,31,"Князев, Исак",C
65,СПК «Дубенский»,52,Нижегородская область,32,"Королёв, Лука",B
66,"КРАСНЫЙ ОКТЯБРЬ, СПК",57,Орловская область,33,"Рожков, Алан",A
67,Агрозапчасть-Саратов,64,Саратовская область,1,"Сергеев, Владимир",C
68,ВОСКРЕСЕНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,2,"Фёдоров, Игорь",C
69,"ООО ""Агроцентр""",56,Оренбургская область,3,"Мышкин, Станислав",A
70,Трейд-Агро,57,Орловская область,4,"Гурьев, Архип",B
71,ЗАО Колхоз Победа,31,Белгородская область,5,"Кошелев, Яков",A
72,БУТАКОВСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,6,"Федотов, Эльдар",C
73,КХ «Большое поле»,47,Ленинградская область,7,"Калинин, Клемент",A
74,АБРАМОВО ООО,52,Нижегородская область,8,"Федосеев, Владимир",B
75,ЗАО Заря,68,Тамбовская область,9,"Молчанов, Мирон",C
76,Труд,59,Пермский край,10,"Калашников, Ярослав",C
77,Астарта-Техникс,64,Саратовская область,11,"Николаев, Гаянэ",A
78,ВЕСНА ООО,52,Нижегородская область,12,"Владимиров, Зиновий",B
79,БУТУРЛИНСКОЕ ЗЕРНО ООО. ТОВАРИЩЕСТВО на ВЕРЕ «НИКА»,52,Нижегородская область,13,"Гришин, Корнелий",A
80,АГРОДИН ООО,52,Нижегородская область,14,"Кириллов, Бронислав",C
81,ЗУБР,71,Тульская область,15,"Фролов, Самуил",A
82,"БАЙКАЛЛЕССИНТЕЗ, ООО",38,Иркутская область,16,"Герасимов, Рубен",B
83,Волгофлора,34,Волгоградская область,17,"Павлов, Леонтий",A
84,ВЕТЛУГА-АГРО ООО,52,Нижегородская область,18,"Игорьентьев, Тимур",C
85,ВАДАГРО ООО,52,Нижегородская область,19,"Данилов, Ибрагил",C
86,КФХ Пчелка,31,Белгородская область,20,"Кудряшов, Игорь",A
87,ВЕТОШКИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,21,"Исаков, Геннадий",A
88,Белгородский Бекон,31,Белгородская область,22,"Кононов, Адриан",B
89,Пихтовское,59,Пермский край,23,"Андреев, Ибрагил",B
90,Заря Путино,59,Пермский край,24,"Исаев, Иван",B
91,БУРЕВЕСТНИК ОАО,52,Нижегородская область,25,Кондратьев Роберт,A
92,СХПК Березка (Щигровский район),33,Владимирская область,26,"Беляев, Велорий",A
93,"ООО ""Сельхозинвест""",48,Липецкая область,27,"Михеев, Валентин",C
94,ВЕЛИКИЙ ВРАГ СЕЛЬХОЗПРЕДПРИЯТИЕ (ООО),52,Нижегородская область,28,"Рогов, Артем",A
95,"ОАО АПО ""Дружба""",48,Липецкая область,29,"Игнатов, Лука",B
96,АГРО-НОВА ООО,52,Нижегородская область,30,"Казаков, Адриан",A
97,ООО «Племзавод «Пушкинское»,52,Нижегородская область,31,"Князев, Исак",A
98,ВОЗРОЖДЕНИЕ ООО,52,Нижегородская область,32,"Королёв, Лука",C
99,ООО «Атемасово»,52,Нижегородская область,33,"Рожков, Алан",A
100,"ООО ""Агроснаб_ЛТД""",56,Оренбургская область,1,"Сергеев, Владимир",B
101,СПК «Колхоз имени Куйбышева»,52,Нижегородская область,2,"Фёдоров, Игорь",B
102,Автрострой Сельхоз Деталь,71,Тульская область,3,"Мышкин, Станислав",A
103,Перитон,71,Тульская область,4,"Гурьев, Архип",C
104,АО «Румянцевское»,52,Нижегородская область,5,"Кошелев, Яков",B
105,ВОСХОД ООО,77,Москва,6,"Федотов, Эльдар",C
106,АБАИМОВСКИЙ ООО,52,Нижегородская область,7,"Калинин, Клемент",A
107,АГРОПРОМЫШЛЕННЫЙ КОМБИНАТ ОАО,52,Нижегородская область,8,"Федосеев, Владимир",B
108,ИП Глава КФХ Князев А. В.,36,Воронежская область,9,"Молчанов, Мирон",C
109,"ВЛАСТЬ СОВЕТОВ, СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ",33,Владимирская область,10,"Калашников, Ярослав",A
110,"СХПК ""Воловский""",48,Липецкая область,11,"Николаев, Гаянэ",B
111,"Фермер Орловская область, демо версия",50,Московская область,12,"Владимиров, Зиновий",A
112,ОАО «Хреновской конный завод»,36,Воронежская область,13,"Гришин, Корнелий",C
113,Агролизинг,64,Саратовская область,14,"Кириллов, Бронислав",A
114,СЗАО «Березниковское»,52,Нижегородская область,15,"Фролов, Самуил",A
115,ВАЛЫ ООО,52,Нижегородская область,16,"Герасимов, Рубен",B
116,СПК (колхоз) «им. К. Маркса»,52,Нижегородская область,17,"Павлов, Леонтий",A
117,Дизель,71,Тульская область,18,"Игорьентьев, Тимур",B
118,VOSKHOD GMBH,77,Москва,19,"Данилов, Ибрагил",A
119,СКАУТ,71,Тульская область,20,"Кудряшов, Игорь",B
120,Колхоз Победа коммунизма,71,Тульская область,21,"Исаков, Геннадий",C
121,ЛЕНИНСКИЙ ПУТЬ КОЛХОЗ,52,Нижегородская область,22,"Кононов, Адриан",B
122,АБАБКОВСКОЕ ЗАО,57,Орловская область,23,"Андреев, Ибрагил",B
123,"ВАШУТИНСКОЕ, ООО",33,Владимирская область,24,"Исаев, Иван",B
124,"ПОЛЯНСКОЕ, ООО",61,Ростовская область,25,Кондратьев Роберт,A
125,"НПК ""Русское Поле""",34,Волгоградская область,26,"Беляев, Велорий",A
126,Европа-Биофарм,34,Волгоградская область,27,"Михеев, Валентин",A
127,Агротехснаб,64,Саратовская область,28,"Рогов, Артем",B
128,Агрохолдинг Заречное,73,Ульяновская область,29,"Игнатов, Лука",B
129,ООО «Шатовка»,52,Нижегородская область,30,"Казаков, Адриан",B
130,СПК «Лискинский»,36,Воронежская область,31,"Князев, Исак",C
131,АРЕФИНО ЗАО,52,Нижегородская область,32,"Королёв, Лука",C
132,ВЛАСТЬ СОВЕТОВ» КОЛХОЗ,52,Нижегородская область,33,"Рожков, Алан",B
133,Вертячинский,34,Волгоградская область,1,"Сергеев, Владимир",B
134,ООО «АРГО»,34,Волгоградская область,2,"Фёдоров, Игорь",B
135,«НПФ «Гавриш»,34,Волгоградская область,3,"Мышкин, Станислав",A
136,Агроремторг,71,Тульская область,4,"Гурьев, Архип",A
137,ВЕРНЫЙ ПУТЬ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,5,"Кошелев, Яков",B
138,Сады Придонья,34,Волгоградская область,6,"Федотов, Эльдар",C
139,ВЕРЯКУШСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,7,"Калинин, Клемент",B
140,"ДАВЫДОВСКОЕ, ООО",33,Владимирская область,8,"Федосеев, Владимир",C
141,Агрорезерв-СВ,56,Оренбургская область,9,"Молчанов, Мирон",A
142,ВАЛКОВСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,10,"Калашников, Ярослав",A
143,"ООО ""Сибирские семена""",55,Омская область,11,"Николаев, Гаянэ",C
144,АТЕМАСОВО ООО,52,Нижегородская область,12,"Владимиров, Зиновий",A
145,СПК «Березники»,52,Нижегородская область,13,"Гришин, Корнелий",C
146,"ОКТЯБРЬСКИЙ, СПК",36,Воронежская область,14,"Кириллов, Бронислав",A
147,"НПООО ""Подсолнечник""",34,Волгоградская область,15,"Фролов, Самуил",B
148,Колхоз Заря,68,Тамбовская область,16,"Герасимов, Рубен",A
149,"ООО ""Нововаршавская семеноводческая станция",55,Омская область,17,"Павлов, Леонтий",B
150,ВАЧСКАЯ МАШИННО-ТРАКТОРНАЯ СТАНЦИЯ (ООО),52,Нижегородская область,18,"Игорьентьев, Тимур",A
151,Интерпарк-Агро,64,Саратовская область,19,"Данилов, Ибрагил",B
152,"ВЛАДИМИРСКИЕ ОВОЩИ, ООО",33,Владимирская область,20,"Кудряшов, Игорь",C
153,ВОСКРЕСЕНСКОЕ АГРАРНОЕ ПРЕДПРИЯТИЕ (ООО),52,Нижегородская область,21,"Исаков, Геннадий",C
154,ЛПХ Заканальная,34,Волгоградская область,22,"Кононов, Адриан",A
155,Фермер Орловская область,57,Орловская область,23,"Андреев, Ибрагил",B
156,АГРОПРОМЫШЛЕННОЕ ПРЕДПРИЯТИЕ ИМЕНИ КИРОВА (ОАО),52,Нижегородская область,24,"Исаев, Иван",A
157,Промагроснаб,64,Саратовская область,25,Кондратьев Роберт,C
158,"Агротехнический центр ""Агрегат""",71,Тульская область,26,"Беляев, Велорий",C
159,Агродон-холдинг,62,Рязанская область,27,"Михеев, Валентин",C
160,ВЕЛИКОВСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,28,"Рогов, Артем",B
161,МК АВИДА,31,Белгородская область,29,"Игнатов, Лука",C
162,АЗРАПИНСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,30,"Казаков, Адриан",B
163,ВОЗРОЖДЕНИЕ ОАО,52,Нижегородская область,31,"Князев, Исак",C
164,1 Мая СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,32,"Королёв, Лука",C
165,БУТУРИНСКОЕ ЗЕРНО АГРОХОЛДИНГ,52,Нижегородская область,33,"Рожков, Алан",C
166,Земля,64,Саратовская область,1,"Сергеев, Владимир",B
167,ПартсОйл-АГРО,71,Тульская область,2,"Фёдоров, Игорь",B
168,Вита – 92,64,Саратовская область,3,"Мышкин, Станислав",A
169,АПК ДОН,31,Белгородская область,4,"Гурьев, Архип",B
170,"БЕЛЯНИЦИНО, СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ",33,Владимирская область,5,"Кошелев, Яков",B
171,ООО Верякуши (Щигровский район),52,Нижегородская область,6,"Федотов, Эльдар",C
172,АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ (ЗАО),52,Нижегородская область,7,"Калинин, Клемент",C
173,СХА «Рассвет»,36,Воронежская область,8,"Федосеев, Владимир",A
174,ВЕЛЬДЕМАНОВСКОЕ ОАО,52,Нижегородская область,9,"Молчанов, Мирон",B
175,БУТУРЛИНСКАЯ ПТИЦЕФАБРИКА (ОАО),52,Нижегородская область,10,"Калашников, Ярослав",C
176,ВОЛЖАНИН СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,11,"Николаев, Гаянэ",B
177,Партнер Агро,57,Орловская область,12,"Владимиров, Зиновий",B
178,Мехмаш,71,Тульская область,13,"Гришин, Корнелий",A
179,"АГРОПРОМ, ЗАО",33,Владимирская область,14,"Кириллов, Бронислав",A
180,"ООО ""Переработка""",55,Омская область,15,"Фролов, Самуил",A
181,Новые Агротехнологии-Саратов,64,Саратовская область,16,"Герасимов, Рубен",C
182,"АБРАМОВ А.М., ИНДИВИДУАЛЬНОЕ ПРЕДПРИЯТИЕ",71,Тульская область,17,"Павлов, Леонтий",B
183,СПК «Колхоз Заря»,52,Нижегородская область,18,"Игорьентьев, Тимур",C
184,АВАНГАРД СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,19,"Данилов, Ибрагил",C
185,ООО «СПК «Ждановский»,52,Нижегородская область,20,"Кудряшов, Игорь",C
186,Энгельсское  Саратовская область Ивановский район. ИНН 65146954984,64,Саратовская область,21,"Исаков, Геннадий",A
187,КОМСОМОЛЕЦ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,22,"Кононов, Адриан",A
188,ООО «Бутурлинское зерно»,52,Нижегородская область,23,"Андреев, Ибрагил",C
189,СПК «Дубенский»,52,Нижегородская область,24,"Исаев, Иван",B
190,"КРАСНЫЙ ОКТЯБРЬ, СПК",57,Орловская область,25,Кондратьев Роберт,B
191,Агрозапчасть-Саратов,64,Саратовская область,26,"Беляев, Велорий",C
192,ВОСКРЕСЕНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,27,"Михеев, Валентин",C
193,"ООО ""Агроцентр""",56,Оренбургская область,28,"Рогов, Артем",B
194,Трейд-Агро,57,Орловская область,29,"Игнатов, Лука",C
195,ЗАО Колхоз Победа,31,Белгородская область,30,"Казаков, Адриан",C
196,БУТАКОВСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,31,"Князев, Исак",B
197,КХ «Большое поле»,47,Ленинградская область,32,"Королёв, Лука",A
198,АБРАМОВО ООО,52,Нижегородская область,33,"Рожков, Алан",C
199,ЗАО Заря,68,Тамбовская область,1,"Сергеев, Владимир",B
200,Труд,59,Пермский край,2,"Фёдоров, Игорь",A
201,Астарта-Техникс,64,Саратовская область,3,"Мышкин, Станислав",C
202,ВЕСНА ООО,52,Нижегородская область,4,"Гурьев, Архип",A
203,БУТУРЛИНСКОЕ ЗЕРНО ООО. ТОВАРИЩЕСТВО на ВЕРЕ «НИКА»,52,Нижегородская область,5,"Кошелев, Яков",C
204,АГРОДИН ООО,52,Нижегородская область,6,"Федотов, Эльдар",A
205,ЗУБР,71,Тульская область,7,"Калинин, Клемент",C
206,"БАЙКАЛЛЕССИНТЕЗ, ООО",38,Иркутская область,8,"Федосеев, Владимир",C
207,Волгофлора,34,Волгоградская область,9,"Молчанов, Мирон",B
208,ВЕТЛУГА-АГРО ООО,52,Нижегородская область,10,"Калашников, Ярослав",A
209,ВАДАГРО ООО,52,Нижегородская область,11,"Николаев, Гаянэ",C
210,КФХ Пчелка,31,Белгородская область,12,"Владимиров, Зиновий",A
211,ВЕТОШКИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ,52,Нижегородская область,13,"Гришин, Корнелий",A
212,Белгородский Бекон,31,Белгородская область,14,"Кириллов, Бронислав",B
213,Пихтовское,59,Пермский край,15,"Фролов, Самуил",C
214,Заря Путино,59,Пермский край,16,"Герасимов, Рубен",C
215,БУРЕВЕСТНИК ОАО,52,Нижегородская область,17,"Павлов, Леонтий",A
216,СХПК Березка (Щигровский район),33,Владимирская область,18,"Игорьентьев, Тимур",A
217,"ООО ""Сельхозинвест""",48,Липецкая область,19,"Данилов, Ибрагил",B
218,ВЕЛИКИЙ ВРАГ СЕЛЬХОЗПРЕДПРИЯТИЕ (ООО),52,Нижегородская область,20,"Кудряшов, Игорь",A
219,"ОАО АПО ""Дружба""",48,Липецкая область,21,"Исаков, Геннадий",C
220,АГРО-НОВА ООО,52,Нижегородская область,22,"Кононов, Адриан",A
221,ООО «Племзавод «Пушкинское»,52,Нижегородская область,23,"Андреев, Ибрагил",B
222,ВОЗРОЖДЕНИЕ ООО,52,Нижегородская область,24,"Исаев, Иван",B
223,ООО «Атемасово»,52,Нижегородская область,25,Кондратьев Роберт,B
224,"ООО ""Агроснаб_ЛТД""",56,Оренбургская область,26,"Беляев, Велорий",A
225,СПК «Колхоз имени Куйбышева»,52,Нижегородская область,27,"Михеев, Валентин",B
226,Автрострой Сельхоз Деталь,71,Тульская область,28,"Рогов, Артем",C
227,Перитон,71,Тульская область,29,"Игнатов, Лука",A
228,АО «Румянцевское»,52,Нижегородская область,30,"Казаков, Адриан",C
229,ВОСХОД ООО,77,Москва,31,"Князев, Исак",B
230,АБАИМОВСКИЙ ООО,52,Нижегородская область,32,"Королёв, Лука",B
231,АГРОПРОМЫШЛЕННЫЙ КОМБИНАТ ОАО,52,Нижегородская область,33,"Рожков, Алан",A
232,ИП Глава КФХ Князев А. В.,36,Воронежская область,1,"Сергеев, Владимир",B
233,"ВЛАСТЬ СОВЕТОВ, СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ",33,Владимирская область,2,"Фёдоров, Игорь",C
234,"СХПК ""Воловский""",48,Липецкая область,3,"Мышкин, Станислав",A
235,"Фермер Орловская область, демо версия",50,Московская область,4,"Гурьев, Архип",C
236,ОАО «Хреновской конный завод»,36,Воронежская область,5,"Кошелев, Яков",B
237,Агролизинг,64,Саратовская область,6,"Федотов, Эльдар",A
238,СЗАО «Березниковское»,52,Нижегородская область,7,"Калинин, Клемент",C
239,ВАЛЫ ООО,52,Нижегородская область,8,"Федосеев, Владимир",B
240,СПК (колхоз) «им. К. Маркса»,52,Нижегородская область,9,"Молчанов, Мирон",C
241,Дизель,71,Тульская область,10,"Калашников, Ярослав",A
242,VOSKHOD GMBH,77,Москва,11,"Николаев, Гаянэ",B
243,СКАУТ,71,Тульская область,12,"Владимиров, Зиновий",A
244,Колхоз Победа коммунизма,71,Тульская область,13,"Гришин, Корнелий",C
245,ЛЕНИНСКИЙ ПУТЬ КОЛХОЗ,52,Нижегородская область,14,"Кириллов, Бронислав",C
246,АБАБКОВСКОЕ ЗАО,57,Орловская область,15,"Фролов, Самуил",B
247,"ВАШУТИНСКОЕ, ООО",33,Владимирская область,16,"Герасимов, Рубен",B
248,"ПОЛЯНСКОЕ, ООО",61,Ростовская область,17,"Павлов, Леонтий",C
